date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:49:35	22934/22934	---M--	200	added ('OK')	image/jpeg	etag:%225996-6437c1f7-59de282700e8f1bc;;;%22	https://html.weblearnbd.net/shofy-prv/shofy/assets/img/menu/product/menu-product-img-2.jpg	C:/My%20Web%20Sites/shofy/html.weblearnbd.net/shofy-prv/shofy/assets/img/menu/product/menu-product-img-2.jpg	(from https://html.weblearnbd.net/shofy-prv/shofy/index.html)
13:49:36	188511/188511	---M--	200	added ('OK')	image/jpeg	etag:%222e05f-6437c1f7-a2d094c0ec296a43;;;%22	https://html.weblearnbd.net/shofy-prv/shofy/assets/img/menu/menu-home-5.jpg	C:/My%20Web%20Sites/shofy/html.weblearnbd.net/shofy-prv/shofy/assets/img/menu/menu-home-5.jpg	(from https://html.weblearnbd.net/shofy-prv/shofy/index.html)
13:49:36	187813/187813	---M-Z	200	added ('OK')	text/html	etag:%222dda5-645b2f44-8b330860fd3067dc;gz%22	https://html.weblearnbd.net/shofy-prv/shofy/product-details-video.html	C:/My%20Web%20Sites/shofy/html.weblearnbd.net/shofy-prv/shofy/product-details-video.html	(from https://html.weblearnbd.net/shofy-prv/shofy/index.html)
13:49:36	186220/186220	---M-Z	200	added ('OK')	text/html	etag:%222d76c-645b2f44-597bf5654f70d37c;gz%22	https://html.weblearnbd.net/shofy-prv/shofy/product-details-presentation.html	C:/My%20Web%20Sites/shofy/html.weblearnbd.net/shofy-prv/shofy/product-details-presentation.html	(from https://html.weblearnbd.net/shofy-prv/shofy/index.html)
13:49:37	187397/187397	---M-Z	200	added ('OK')	text/html	etag:%222dc05-645b2f44-7dbb52e22f1460bf;gz%22	https://html.weblearnbd.net/shofy-prv/shofy/product-details-swatches.html	C:/My%20Web%20Sites/shofy/html.weblearnbd.net/shofy-prv/shofy/product-details-swatches.html	(from https://html.weblearnbd.net/shofy-prv/shofy/index.html)
13:49:37	187216/187216	---M-Z	200	added ('OK')	text/html	etag:%222db50-645b2f44-89e9810f650d8db7;gz%22	https://html.weblearnbd.net/shofy-prv/shofy/product-details-countdown.html	C:/My%20Web%20Sites/shofy/html.weblearnbd.net/shofy-prv/shofy/product-details-countdown.html	(from https://html.weblearnbd.net/shofy-prv/shofy/index.html)
13:49:37	183037/183037	---M-Z	200	added ('OK')	text/html	etag:%222cafd-645b2f44-b0a7836687c67dbe;gz%22	https://html.weblearnbd.net/shofy-prv/shofy/product-details-list.html	C:/My%20Web%20Sites/shofy/html.weblearnbd.net/shofy-prv/shofy/product-details-list.html	(from https://html.weblearnbd.net/shofy-prv/shofy/index.html)
13:49:38	184258/184258	---M-Z	200	added ('OK')	text/html	etag:%222cfc2-645b2f44-c51b04f75c2d700f;gz%22	https://html.weblearnbd.net/shofy-prv/shofy/product-details-gallery.html	C:/My%20Web%20Sites/shofy/html.weblearnbd.net/shofy-prv/shofy/product-details-gallery.html	(from https://html.weblearnbd.net/shofy-prv/shofy/index.html)
13:49:38	183730/183730	---M-Z	200	added ('OK')	text/html	etag:%222cdb2-645b2f44-d78dcefa380f7ebe;gz%22	https://html.weblearnbd.net/shofy-prv/shofy/product-details-slider.html	C:/My%20Web%20Sites/shofy/html.weblearnbd.net/shofy-prv/shofy/product-details-slider.html	(from https://html.weblearnbd.net/shofy-prv/shofy/index.html)
13:49:38	80400/80400	---M-Z	200	added ('OK')	text/html	etag:%2213a10-645b2f44-774ed24d89e03d9;gz%22	https://html.weblearnbd.net/shofy-prv/shofy/order.html	C:/My%20Web%20Sites/shofy/html.weblearnbd.net/shofy-prv/shofy/order.html	(from https://html.weblearnbd.net/shofy-prv/shofy/index.html)
13:49:38	107198/107198	---M-Z	200	added ('OK')	text/html	etag:%221a2be-645b2f44-81410c893f753e5f;gz%22	https://html.weblearnbd.net/shofy-prv/shofy/about.html	C:/My%20Web%20Sites/shofy/html.weblearnbd.net/shofy-prv/shofy/about.html	(from https://html.weblearnbd.net/shofy-prv/shofy/index.html)
